date,stock_name,target_price,invest_opinion,kap,title,href,summary
20210714,코웰패션,"9,000",Buy,이베스트증권,로젠택배 인수 코멘트,https://finance.naver.com/research/company_read.nhn?nid=57005&page=1,"로젠택배 인수코웰패션(이하 동사)는 저번 주 금요일, 국내 4위 택배사업자인 로젠택배의 지분 100%를 인수한다는 공시를 발표했다. 인수금액은 3,400억원이며 자회사인 SPC CF인베스트먼트를 통해 사모펀드 베어링프라이빗에쿼티의 지분을 취득하는 주식양수도계약서를 체결했다. 로젠택배는 2020년 기준 매출액 5,128억원으로 작년 동사 매출액 4,264억원과 비교해 두 배 이상의 매출 규모를 보유하고 있으며 최근 5년간 CAGR 성장률은 14%에 달한다. 또한 2020년 로젠택배의 자산총계는 2,594억원, 동사의 자산총계는 3,720억원으로 매출액 및 자산총계 기준 모두 2020년 단순 합산 기준으로 두 배 가량 늘어나 밸류에이션에 반영되는 실적 추정치가 크게 상승한다. 실적의 경우 2020년을 단순 합산하면 매출액 9,392억원, 영업이익은 1,093억원, 순이익은 793억원이다."
20210714,한국금융지주,"140,000",Buy,이베스트증권,추가 비용 인식에도 고수익성 지속 예상,https://finance.naver.com/research/company_read.nhn?nid=57004&page=1,"2분기에도 고수익성 지속 예상2021년 2분기 예상순이익은 2,676억원으로 시장 예상에 부합하는 양호한 실적 전망. 사모펀드 배상관련 약 500억원의 추가비용 인식과 업황지표 둔화 영향으로 전분기대비 이익규모 축소가 예상되나 ROE 15% 이상의 고수익성 유지는 가능할 전망. 증시 거래대금 감소와 금리변동성 확대, ELS 신규발행 위축 등의 영향으로 한국투자증권 순이익(별도)은 전년동기와 유사한 2,435억원으로 추정. 기타 자회사는 특이요인이 없을 것으로 보이며 파트너스의 경우 일부 투자자산 처분이익 발생 여지가 있음"
20210714,아이에스동서,"74,000",Buy,이베스트증권,"2Q21Preview: 눈높이를 낮추되, 멀리 보자",https://finance.naver.com/research/company_read.nhn?nid=57003&page=1,"주택 현장 믹스 악화와 재산세로 2분기 마진율 감소 전망아이에스동서의 2분기 매출액은 3,654억원으로 전년동기대비 16.3% 증가, 컨센서스에 부합할 전망이다. 영업이익은 542억원으로 전년동기대비 3.4% 감소, 컨센서스 영업이익 659 억원 대비 17.7% 하회할 것으로 전망한다. 영업이익 컨센서스 하회의 주요 원인은 1) 마진률이 좋지 않은 지식산업센터 현장의 1 분기 매출 기여도 증가 대비 컨센서스의 2분기 마진율 타겟이 다소 높다는 점과, 2) 경산시 중산지구 토지에 대한 잔금 완납으로 인해 (4천억원) 6윌 재산세 납부로 인한 판관비의 일시적 증가 가능성에 기인한다. 물론 마진율 감소분이 아이에스동서의 근원적 펀더멘탈을 훼손하는 수준이 아니기 때문에 장기적 관점에서 확정적이고 우량한 실적 지속이 가능하다는 판단이다. 콘크리트 부문, 즉 영풍파일의 수급 쇼티지에 따른 단가 인상과 이에 따른 실적 턴어라운드 역시 지속될 것으로 기대된다."
20210714,롯데케미칼,"306,000",Hold,이베스트증권,중장기 전략 좋으나 아직은 지켜보아야 할 때,https://finance.naver.com/research/company_read.nhn?nid=57002&page=1,"2Q21 Preview: 컨센서스 부합하는 실적 예상2021년 2분기 매출액은 4조 4,537억원(+6.8% QoQ, +66.0% YoY), 영업이익 5,932억원(-4.9% QoQ, 1,703.1% YoY)으로 컨센서스 부합하는 실적이 예상된다. 동사는 2분기, 대산공장 간이보수로 인한 일회성 비용 약 700억원 반영된다. 또한 LC Titan은 북미지역 설비 재가동 및 현지 연휴 영향, LC USA는 MEG 공급 증가 영향으로 1분기 대비 판가 약세로 전 분기 대비 영업이익 감소가 예상된다. "
20210714,에스엠,"98,000",Buy,이베스트증권,광야('플랫폼')로 나아가는 에스엠,https://finance.naver.com/research/company_read.nhn?nid=57001&page=1,"실적 의구심 해소 + '플랫폼' 확장 기대감까지2분기 매출액은 1,807억원(+33.0% YoY), 영업이익 199억원(+51.1% YoY)를 기록할 것으로 추정. [SME] 매출액은 1,278억원(+71.3% YoY)으로 NCT(316만장), EXO(179만장) 등 보이 그룹 유닛 및 솔로 활동 증가로 2분기 음반 판매 629만장(+156% YoY)기록. 음반 매출은 527억원(+55.8% YoY), 음원 매출 343억원(+78.5% YoY)으로 지난 4분기 기록 자체 경신 예상. 1)주력 아티스트활동 증가로 아티스트 공백기 최소화, 2)음원, Youtube 등 온라인 콘텐츠 중심 수요 증가가 실적 견인. [SMJ] 매출액은 1,140억원(+50.0% YoY)으로 전분기 대비 소폭 둔화. [SM C&C [SM C&C [SM C&C/KEYEAST] /KEYEAST] /KEYEAST] 2분기 매출액은 225억원(-15.5% YoY)으로 전분기 대비 역성장 폭 축소 예상. 한편, KEYEAST 2분기 매출액 32억원으로 연간 콘텐츠 사업 6편 가운데 절반 이상이 하반기 편성. 하반기 본격적인 편성시점에 따른 외형확대 기대 가운데 전체 연간 매출액 가운데 약 82% 수준이 하반기 발생할 것으로 예상. "
20210713,엘앤에프,"175,000",매수,미래에셋증권,"서프라이즈 시작, 압도적인 주가 상승 여력",https://finance.naver.com/research/company_read.nhn?nid=57000&page=1,"목표주가 17.5만원으로 상향, 경쟁사 대비 현격한 저평가 상황- 23년 EPS +12% 상향 조정, 영업이익률 추정치 상향- 2Q21F 실적 서프라이즈 이 후 매출 증가가 본격화되는 하반기부터 이익 개선 본격화- 22년, 23년 국내 경쟁사인 에코프로비엠과 유사한 영업이익 기록할 것으로 전망되지만, 현재 시가총액은 절반 수준에 불과- 폭발적인 전기차 판매로 인한 Shortage 지속되면서 배터리 소재 전반적으로 비중확대 전략을 제시하지만, 동사는 예상 실적 대비 현격한 저평가 상황이라고 판단"
20210713,LG유플러스,"18,000",Buy,이베스트증권,지속되는 실적 성장,https://finance.naver.com/research/company_read.nhn?nid=56998&page=1,"2Q21 Preview: 실적 고성장 유지 2Q21 연결 기준 영업수익은 3.4조원(+4.9% YoY), 영업이익은 2,647억원(+10.4% YoY)으로 시장 컨센서스에 부합하는 실적이 예상된다. 실적 호조는 유무선 가입자의 고른 성장에 따른 견조한 외형 성장과 비용 안정화에 기인한다. 무선서비스 수익은 1.5조원(+7.1% YoY)을 기록할 것이다. 5G 중저가 단말기 보급효과로 2Q21 말 5G 가입자는 42만명 순증한 376만명으로 추정된다. MVNO 가입자 역시 월평균 8만명 순증세를 유지하며 무선 서비스수익 외형 성장에 기여하고 있는 것으로 파악된다. IPTV 및 초고속인터넷 가입자 순증세가 지속되며 스마트홈 수익은 5,437억원(+9.9% YoY)을 기록할 것이다. 기업인프라 수익은 3,802억원(+10.2% YoY)으로 두 자릿수 성장이 전망된다. IDC의 매출 증가세가 지속되는 가운데 기업회선, 스마트팩토리 등 언택트 관련 신사업과 기존 사업의 고른 실적 성장이 예상된다."
20210713,KT,"40,000",Buy,이베스트증권,다시 한번 기대되는 실적,https://finance.naver.com/research/company_read.nhn?nid=56997&page=1,"2Q21 Preview: 영업이익 컨센서스 상회 예상 2Q21 연결 기준 영업수익은 6.0조원(+2.9% yoy), 영업이익은 4,197억원(+22.8% yoy)으로 시장 컨센서스(영업수익 6.1조원, 영업이익 4,008억원)를 상회하는 양호한 실적이 예상된다. 전용 5G 단말기 갤럭시 Jump 등 중저가 라인업 확대로 2Q21 말 5G 가입자수는 전분기 대비 61만명 순증한 501만명을 기록하며 견조한 증가세를 유지한 것으로 파악된다. IPTV 및 초고속인터넷 가입자수는 전분기 대비 각각 13만명, 18만명 순증해 유선사업도 양호한 성장세를 이어갈 전망이다. "
20210713,삼성화재,"260,000",Buy,이베스트증권,2분기에도 호실적 전망,https://finance.naver.com/research/company_read.nhn?nid=56996&page=1,"보험손익 개선에 힘입어 2분기에도 호실적 전망2021년 2분기 예상순이익은 2,802억원으로 시장예상을 상회하며 호실적 기조를 이어갈 전망. 손해율과 사업비율이 각각 전년동기대비 0.9%p, 0.5%p 하락하면서 1분기에 이어 보험손익 개선이 이익증가를 견인할 것으로 예상. 전분기와 전년동기의 주식 및 부동산펀드 매각이익 소멸로 투자영업이익 감소가 예상되나, 합산비율 하락에 따른 경상수익성 개선추세가 이어지고 있어 2분기 실적에 대한 긍정적 평가가 가능할 전망"
20210713,현대모비스,"350,000",Buy,이베스트증권,2Q21 Preview: 어려운 환경 속 선방 기대,https://finance.naver.com/research/company_read.nhn?nid=56995&page=1,"2Q21 Preview: 영업이익 5,910억원 예상, A/S부문이 손익 방어 기대 현대모비스의 2Q21 매출액 및 영업이익은 각각 9.98조원(YoY+32.5%), 5,910억원(YoY 250.1%)을 기록할 것으로 예상한다. 사업부문별로는 모듈사업 영업이익이 약 1,223억원(OPM 1.5%), A/S 사업이 4,690억원(OPM 24.6%)을 기록할 것으로 전망된다. 모듈사업은 부품제조 부문 외형이 현대차그룹의 2Q21 Ex-Factory 볼륨이 167.7만대, QoQ -0.9%에 그치면서 성장세가 제한된 것으로 추정되며, 전동화 볼륨 역시 완성차의 xEV출하량이 1Q21 16만대에서 2Q21 16.7만대에 그쳐 외형확대는 제한될 것으로 보인다. 다만 2Q21 후반부부터는 E-GMP 전용 부품 공급차질이 해소되기 시작해 분기말로 가면서 실적회복이 나타난 것으로 판단된다. 한편 A/S 사업은 계절적 성수기 진입과 더불어 이동수요가 지역별로 급증하기 시작해 매출회복이 나타난 것으로 추정되며, 이에 따라 전사 이익의 견인차 역할을 한 것으로 판단된다."
20210713,금호건설,"18,000",Buy,이베스트증권,2Q21Preview: 펀더멘탈 매력 부각,https://finance.naver.com/research/company_read.nhn?nid=56994&page=1,"자체주택 매출 기여를 고려, 마진 개선에 따른 호실적 기대금호건설의 2Q21 매출액은 5,034억원으로 전년동기대비 16.0% 증가, 컨센서스에 비교적 부합할 전망이다. 반면 영업이익은 289억원으로 전년동기대비 58.4% 증가, 컨센서스 영업이익 270억원 대비 6.9% 상회할 것으로 추정했다. 금호건설의 7조원이 넘는 우량한 수주잔고가 매출 성장성에 기여하면서 탑라인 성장이 지속될 것으로 판단했다. 지난해 과천지식정보타운 자체 현장 분양에 따른 매출 기여도 확대를 고려하여 기존 주택 매출총이익률 추정치를 15%에서 1%p 이상 개선된 16%대로 상향 조정했다. 자체 주택 매출 믹스에 따른 마진율 추가 업사이드는 열려있다는 판단이다. 자체사업은 지난해 433세대에서 올해 2,700세대 (의왕고천, 김포검단, 세정, 대전천동 등)로 예정되어 있고, 이미 4월까지 세종6-3, 화성동탄A53BL, 인천용마루1BL 등 분양한 자체 주택이 1,300세대 수준이기 때문에 향후 매출 성장률뿐만 아니라 이익률의 큰 폭의 개선이 기대된다. 일반적인주택 도급 매출총이익률이 15~20% 수준이라면, 자체주택 마진은 최소 20%를 넘어가기 때문이다."
20210712,우리금융지주,"14,000",Buy,이베스트증권,2분기 고수익성 지속. 21년 큰 폭의 이익성장..,https://finance.naver.com/research/company_read.nhn?nid=56993&page=1,"2분기에도 고수익성 지속 전망2021년 2분기 예상 순이익은 6,292억원으로 시장 예상을 상회하며 호실적 기조를 이어갈 전망. 이자이익이 전분기대비 3.3% 증가하며 이익성장을 견인하는 가운데 대손비용과 판관비 부담이 낮게 유지되며 고수익성 시현이 예상됨. 전분기 500억원 이상의 일회성 매각이익이 소멸되며 비이자이익 둔화가 예상되나, 2분기 중 특이요인으로 일부 기업여신 관련 충당금 환입 가능성이 있음. 핵심이익 증가와 낮은 비용부담을 바탕으로 1분기에 이어 ROE 10% 이상의 고수익성을 기록할 것으로 보여 실적에 대한 긍정적 평가가 가능할 전망"
20210712,현대차,"330,000",Buy,이베스트증권,2Q21 Preview: 금융사업 통해 이익모멘텀 확..,https://finance.naver.com/research/company_read.nhn?nid=56992&page=1,"2Q21 Preview: 영업이익 1.95조원 예상, 금융부문이 이익 견인현대차의 2Q21 실적은 매출액 29.6조원(YoY +35.5%), 영업이익 1.95원(YoY+230.1%), 순이익은 1.56조원(YoY +585%)을 기록할 것으로 예상한다. 영업이익은 시장의 기대치인 1.86조원을 상회할 것으로 기대되며, 실적호조 예상의 배경은 크게 세가지다. 1)전분기 대비 약 3만대 가량의 판매대수 상승 2)중고차 가격 급등에 따른 미국 금융사업 손익 증가(2Q21 금융사업 OP 6,131억원 예상), 3)제네시스 판매증가에 기반한 내수/미국 ASP 증가세가 2Q21에 뚜렷하게 나타났다. 특히 금융사업 실적은 기아의 할부금융까지 담당하고 있는 미국 HCA의 손익개선 효과가 주효한 것으로 판단된다. 지역별 Mix는 다만 6월 들어서는 평균 판매단가가 낮은 신흥국 위주로 증가세를 보여 3~4월에 나타난 판매 모멘텀은 분기말에 들어서는 이어지지 않은 것으로 해석된다. "
20210712,기아,"120,000",Buy,이베스트증권,2Q21 Preview: 높은 수익성 다시 한번 재확인..,https://finance.naver.com/research/company_read.nhn?nid=56991&page=2,"2Q21 Preview: 영업이익 1.45조원(OPM 7.9%)으로 컨센 상회 예상기아의 2Q21 실적은 매출액 18.4조원(YoY +61.6%), 영업이익 1.45조원(YoY +899%)을 기록할 것으로 예상한다. 영업이익은 시장 기대치인 1.3조원을 넘어설 것으로 기대되며, 영업이익률은 2012년 이후 사상최대 수준인 7.9%를 기록할 것으로 추정된다. 호실적 기록의 배경은 1)ex-China 판매량이 72만대를 기록해 QoQ +6.4만대의 증분효과가 기대되고 2)QoQ판매 증분은 대부분 국내와 미국등 고마진 판매 차량이 이뤄지는 지역을 위주로 나타났으며 3)미국시장을 위주로 대부분 지역에서 재고급감에 따른 할인판매 감소/인센티브 하락이 있었기 때문이다. 내수와 미국합산의 판매비중은 45%를 기록, 전분기 대비 약 3%p가량 확대되 수익성 개선에 크게 기여한 것으로 판단된다. 한편 미국 기준 평균 인센티브는 1Q21 $2,628  2Q 21 $2,444로 QoQ 기준 동일판매량 기준 약 350억원 가량의 증익효과가 발생한 것으로 추정된다. "
