date,kapital,title,pdf,href,summary
20210706,하나금융투자,"Bye, 리보",1625539030825,https://finance.naver.com/research/debenture_read.nhn?nid=4574&page=1,"
리보금리 전환 가속화, 미국 SOFR 도입 진행주요국들의 리보(Libor)금리 전환 준비가 빠르게 추진되고 있다. 지난 3월 영국금융감독청은 35개 리보금리 중 올해 말 23개 금리의 고시 중단을 밝혔다. 나머지는 산출방식을 변경하여 고시할 전망이지만 준거금리로서의 대표성은 사라지게 된다. 영국에 이어 지난 6월 미국 금융당국은 대형 은행들에게 오는 7월 26일부터 파생상품 거래 시 리보 사용을 중단할 것을 권고했다
"
20210706,하나금융투자,"7월 금통위, 연내 50bp 인상 여부 가를 분수령",1625538953267,https://finance.naver.com/research/debenture_read.nhn?nid=4573&page=1,"
경제부총리와 한은 총재 회동, 연내 금리인상 필요성에 공감대 형성7월 금통위가 8영업일 앞으로 다가왔다. 기준금리는 동결될 것으로 예상되나 인상 소수의견, 총재 발언 등을 통해 시장은 8월 첫 인상 가능성을 가늠할 것이다. 한은은 6/24 물가관리설명회를 통해 연내 금리인상이 시작될 것임을 알렸고 7/2 경제부총리와 한은총재 회동에서는 정부와 한은 정책이 보완적 역할을 할 것이라 밝혔다. 
"
20210705,하나금융투자,정책 변화의 효과 기대,1625452388803,https://finance.naver.com/research/debenture_read.nhn?nid=4572&page=1,"
6월 고용보고서, 회복 과정에서 나타난 과도기적 모습: 정책 변화 효과 기대↑지난주 발표된 6월 고용지표는 회복 과정에서 나타난 과도기적 모습을 보여주었다. 실업률은 5.9%로 시장의 기대(5.6%)보다 부진한 수치를 내놓았으나 비농업 고용자수는 85만명으로 집계되며 70만명 초반 수준(블룸버그: 72만명)이었던 컨센서스와 전월치를 크게 상회하였다. 경제활동 참가율은 전월과 동일한 61.6%를 기록하였고, 시간당 임금 상승률과 평균 주간 근로시간은 시장 전망치를 소폭 하회하였다.
"
20210701,이베스트증권,기업유동성 지원기구(SPV) 매입 현황,1625096367852,https://finance.naver.com/research/debenture_read.nhn?nid=4571&page=1,"
기업유동성 지원기구(SPV)의 매입기간 연장 + 대출금 재대출 의결- 매입 기한: 2021년 7월13일 → 2021년 12월 31일로 연장- 제1회 대출금 만기가 7월 23일 도래. 재대출 취급일전까지 잔액에 대한 만기 연장(조기상환 금액 제외)참고: SPV에 대한 한국은행 대출- 2020년 7월 14일: 저신용 기업 자금조달 지원 위한 SPV 설치- 2020년 7월 23일: 1.78조 원 규모의 제1회 대출 실시- 2021년 1월 12일: 1.78조 원 규모의 제2회 대출 실시
"
20210630,하나금융투자,금리 올라가면 이자는 어떡하지,1625010688359,https://finance.naver.com/research/debenture_read.nhn?nid=4570&page=1,"
빌려서 내면 된다.지난주 채권시장은 대외금리가 반등한데 따른 부담과 더불어 국내적으로도 통화당국의 지속적인 긴축의지 표명에 따라 장단기금리 공히 상승했다. 시장금리는 (내년까지) 이미 2차례 이상의 기준금리 인상을 프라이싱해가고 있으며 경기 여건에 따라 3번 내지 4번도 충분히 가시권내에 들어온 것으로 판단된다
"
20210629,교보증권,One Step Forward,1624924189623,https://finance.naver.com/research/debenture_read.nhn?nid=4569&page=1,"
매(hawk) 의 발톱 드러낸 연준6월 FOMC 는 인플레이션에 대한 연준의 시각에 변화가 있음을 보여줌 . 향후 ‘ 물가 상승에 대한 시장의 지지력 변화가 나타날 수 있 는지 주목 . 미국 고용회복 은 연준 기대를 하회했지만 노동수요 부족보다는 공급부족이 크다는 점을 감안 5 월 고용과 물가지표를 반영한 테일러 준칙금리는 5.29% 로 팬데믹 이전 수준 회복 . 당사는 연준이 올해 하반기 테이퍼링 계획 공 개 , 2022 년 자산매입 축소 , 2023 년 기준금리 인상에 나설 것이라는 전망 유지
"
20210625,하나금융투자,"앞당겨질 금리인상, 8월 vs. 10월",1624578357735,https://finance.naver.com/research/debenture_read.nhn?nid=4568&page=1,"
한은, 올해부터 기준금리 인상에 나설 것임을 사실상 공식화한은 총재는 24일 물가안정목표 설명회 이후 간담회에서 “현 완화적 통화정책을 연내 늦지않은 시점에 질서있게 정상화할 필요가 있다”고 발언해 올해 기준금리인상에 나설 것임을 공식화했다. 기준금리를 한 두 차례 인상하더라도 통화정책이 여전히 완화적이라고 평가했던 부총재의 발언에 동의한다고 언급해 올해 인상 후 추가인상이 뒤따를 수 있음을 암시했다.
"
20210625,이베스트증권,통화정책 정상화에 진심인 한국은행,1624577931813,https://finance.naver.com/research/debenture_read.nhn?nid=4567&page=1,"
연내 기준금리 인상 가능성이 높아진 것에는 동의하지만…한국은행의 연내 통화정책 정상화 의지가 강력해졌다. 지난 10일, 2분기 통화신용정책보고서 설명회에서 한국은행 박종석 부총재보의 한 두 차례 기준금리 인상은 긴축으로 보긴 어렵다는 발언, 11일 한국은행 창립 71주년 기념사에서 이주열 총재가 現 완화적인 통화정책을 향후 적절한 시점부터 질서 있게 정상화해야 한다는 발언이 연내 기준금리 인상을 시사했다고 해석되면서 국고채 3년물 금리가 급등했다.
"
20210623,하나금융투자,스무드 오퍼레이터,1624405532598,https://finance.naver.com/research/debenture_read.nhn?nid=4566&page=1,"
Don’t’ Fight the Fed, v2.0지난주 채권시장은 장단기금리간 엇갈린 행보를 보였다. 단기금리는 FOMC 이후 글로벌 금리인상 사이클 진입에 대한 인식으로 상승세를 이어갔다. 반면, 장기금리는 미 금리 하락 및 인플레이션 우려 완화 등으로 하락 압력이 우세했다. 그에 따라 장단기금리차는 10bp이상 축소되며 가파른 플래트닝이 진행되었다. 국고채 금리(10Y)는 전주대비 4.5bp하락한 2.04%에 마감했다
"
20210622,하나금융투자,유럽은 어디쯤 와있나,1624319728462,https://finance.naver.com/research/debenture_read.nhn?nid=4565&page=1,"
유럽 크레딧 스프레드 3년래 최저치 수준까지 도달지난 3일 ECB는 통화정책회의에서 기준금리를 동결하고 자산매입 규모를 현재수준(1.85조 유로)으로 지속하겠다고 밝혔다. 연준이 SMCCF를 통해 보유한 회사채 매각을 발표한 이후 유럽 시장에도 회사채 매입 축소 우려가 확대되었지만 ECB가 완화적인 스탠스를 유지하며 유럽 크레딧 스프레드는 축소되는 모습을 보였다
"
20210617,교보증권,6월 FOMC: 인플레이션에 대한 시각 변화,1623895087850,https://finance.naver.com/research/debenture_read.nhn?nid=4564&page=1,"
6월 FOMC, 연방기금 목표금리 0.00%~0.25%로 동결6월 FOMC는 연방기금 목표금리를 0.00%~0.25%로 동결. 자산매입 정책과 관련해서도 최대고용과 가격안정 목표에 상당한 개선이 이뤄질 때까지 매월 최소 800억 달러 규모의 미 국채와 400억 달러 규모의 MBS증권 매입을 유지하기로 결정.
"
20210617,하나금융투자,한은과 연준의 동상이몽,1623894926890,https://finance.naver.com/research/debenture_read.nhn?nid=4562&page=1,"
바라보는 방향은 달라도 이심전심지난주 채권시장은 주초 해외금리 하락 및 재정부담 완화 등으로 하락 출발하였다. 한편 금요일 한국은행이 연내 기준금리 인상을 기정사실화 하였지만 장기금리의 경우 경기개선 선반영기대에 오히려 하락했다. 한편 지표물 교체와 기준금리 인상 기대감을 반영하면서 단기금리는 상승했다.
"
20210617,하나금융투자,"6월 FOMC, 연준의 인내심 테스트 받는 계기",1623894832955,https://finance.naver.com/research/debenture_read.nhn?nid=4561&page=1,"
미 GDP, 물가전망 상향 예상, 첫 금리인상 시점 2023년으로 점도표 변화 예상6월 FOMC 경제전망(Summary of Economic Projection)에서는 올해 미 성장률 전망이 기존 6.5%에서 7% 내외로 상향되고 PCE(개인소비지출) 물가 전망은 2.4%에서 2%후반으로, Core PCE 물가는 1.8%에서 2% 중반으로 상향될 것으로 예상된다.
"
20210614,교보증권,"미국 5월 소비자물가, 피크아웃(peak out) ≠ 인플레이션 우려 해소",1623629524972,https://finance.naver.com/research/debenture_read.nhn?nid=4560&page=1,"
5월 미국 CPI, 2008년 금융위기 이후 최고 수준으로 상승미국 5월 소비지물가는 예상치(블룸버그 기준 4.7%)를 상회한 5.0% YoY를 기록하면서 2008년 금융위기 이후 가장 높은 수준으로 상승. 또한 식품과 에너지를 제외한 근원 소비자물가도 예상치(블룸버그 기준 3.5%)를 큰 폭으로 상회한 3.8% YoY 기록. 세부적으로 보면, 대부분의 항목들이 팬데믹 이전의 평균 물가 상승폭(MoM 기준)을 상회. 특히 경제활동 재개와 자동차용 반도체 공급 지연 영향을 반영한 운송부문의 물가상승 압력이 크게 나타남
"
20210614,하나금융투자,기준금리 인상을 앞둔 채권투자 전략,1623629205109,https://finance.naver.com/research/debenture_read.nhn?nid=4559&page=1,"
한은, 금리인상 시그널 강화로 시장과의 간극 좁히기 시작10, 11일 연이은 한은 총재와 부총재보의 매파적인 발언으로 국내 채권금리는 연내 금리인상 가능성을 반영해 상승했다. 10일 부총재보는 1~2번의 금리인상을 긴축이라고 보기 어렵다고 언급했고, 11일 한은 총재는 현재의 완화적 통화정책을 향후 적절한 시점부터 질서있게 정상화하겠다고 강조해 5월 금통위 이후 연속적인 금리인상 시그널을 제공했다
"
20210611,이베스트증권,6월 ECB Review: Premature and Too Early,1623376512276,https://finance.naver.com/research/debenture_read.nhn?nid=4558&page=1,"
완화 스탠스 재확인: 출구 전략 논의 부재6월 ECB에서 기준금리는 現 수준에서 동결(재융자금리: 0.00%, 한계 대출금리: 0.25%, 초단기 수신금리: -0.5%)했다. 자산매입 정책의 경우, APP(Asset Purchase Programme)는 금리 인상 직전까지 매월 200억 유로로 PEPP(Pandemic Emergency Purchase Programme)는 최소 2022년 3월말까지 총 1.85조 유로로 지속하겠다는 旣 기조를 유지했다.
"
20210610,하나금융투자,"중국 화룽 사태, 그 이후…",1623284245077,https://finance.naver.com/research/debenture_read.nhn?nid=4557&page=1,"
화룽자산관리공사, 채무 상환 지속하고 있으나 여전히 실적보고서 미제출 상태지난 3월 중국 화룽자산관리공사의 연간 감사보고서 미제출 사태 이후 2달여가 지났다. 홍콩증시에 상장되어 있는 화룽 주식은 4월 1일부터 거래가 중단되었고 화룽은 아직까지 실적보고서를 제출하지 못한 상태이다
"
20210609,하나금융투자,미국이 쏘아올린 두개의 작은 공,1623196389826,https://finance.naver.com/research/debenture_read.nhn?nid=4556&page=1,"
Wind of Change지난주 채권시장은 그 전주 매파적으로 해석된 금통위 영향이 지속된데다 주초 여당 원내 대표의 추경편성 필요성 언급 등으로 인한 수급 부담이 가세하면서 약세흐름을 보였다. 다만 한국은행의 국채 단순매입 실시 및 주말 부총리의 추경 관련 적자국채 발행이 없다는 발표로 인해 상승세가 다소 누그러지기는 하였지만 결국 국고채 금리(10Y)는 전주대비 3bp 상승한 2.17%에 마감했다
"
20210604,하나금융투자,기준금리 인상 시나리오와 채권금리 전망,1622764247245,https://finance.naver.com/research/debenture_read.nhn?nid=4555&page=1,"
올해 4% 내외 경제성장 확인된다면 10월 또는 11월 기준금리 인상 예상5월 금통위 이후 연내 금리인상 기대가 높아지면서 국고3년과 10년 금리는 7bp,10bp 오른 1.19%, 2.20%를 기록했다. 한은 총재는 올해 성장률과 물가 전망을 대폭 상향했음에도 기준금리를 동결한 이유는 예상대로 경제가 흘러가는지 지켜보기 위함이며 이를 위해 당분간 완화 기조를 유지하겠다고 밝혔다. 올해 4.0% 내외의 성장 여부가 확인되는 시점은 9월 말 경이 될 것으로 예상된다
"
20210603,하나금융투자,석유 기업 수난시대,1622678541649,https://finance.naver.com/research/debenture_read.nhn?nid=4554&page=1,"
메이저 석유 기업들에 대한 기후변화 대응 촉구 확대대형 석유 기업들에게 기후변화 대응을 요구하는 목소리가 커지고 있다. 지난 26일 네덜란드 법원은 로열더치쉘에게 2030년까지 탄소배출량을 2019년 대비 45% 감축할 것을 명령했다. 로열더치쉘은 이미 탄소배출량을 2030년까지 20%, 2035년까지 45% 줄이겠다는 사업 목표를 세워놓은 상태로 이번 판결에서 결정된 감축 규모는 불가능하다며 항소 의사를 밝혔다.
"
20210602,하나금융투자,신용약세의 원인은 재정배당,1622591203537,https://finance.naver.com/research/debenture_read.nhn?nid=4553&page=2,"
유람선 수영장 시즌2지난주 채권시장은 매파적으로 해석된 금통위의 영향으로 인해 단기물 중심으로 금리가 크게 상승하는 흐름을 보였다. 5월 금통위에서 수정경제전망이 큰 폭 상향조정 되었고 한은 총재가 간담회에서 발언 곳곳에 매파적 어조를 통해 연내 금리인상 신호를 시장에 보낸 것으로 해석되었다.
"
20210531,IBK투자증권,"테이퍼링의 조건, 미국 고용의 현주소",1622418086586,https://finance.naver.com/research/debenture_read.nhn?nid=4552&page=2,"
글로벌 경제 변화 점검: 코로나19가 바꿔놓은 경제 흐름- 코로나 후반, 변하고 있는 경제 상황- 격차와 양극화과거 테이퍼링 분석: 2013년 테이퍼 텐트럼의 기억- 2013년 테이퍼 텐트럼 이후 대내외 금리 점검- 테이퍼링 시행 중 스프레드 추이 점검
"
20210528,하나금융투자,연내 금리인상 가능성을 열다,1622159901399,https://finance.naver.com/research/debenture_read.nhn?nid=4551&page=2,"
올해와 내년 성장률 전망 대폭 상향. 만장일치 동결했으나 인상의 포문 열어5월 금통위는 기준금리를 0.50%로 만장일치로 동결했으나 올해 성장률과 물가전망을 큰 폭 상향했다. 올해 국내경제는 4%, 소비자물가는 1.8% 상승할 것으로 전망해 2월 대비 각각 1%p, 0.5%p 높였다.
"
20210528,이베스트증권,수정경제전망의 서프라이즈는 일시적,1622159367549,https://finance.naver.com/research/debenture_read.nhn?nid=4550&page=2,"
조금만 더 지켜보고 결정하겠다5월 금융통화위원회(이하 금통위)는 만장일치로 기준금리를 0.5%로 동결하며 예상대로 통화정책 변화는 부재했다. 장초반 국고채 현 선물 시장은 강보합세를 보였지만 올해 경제성장률 전망치가 2월의 3.0%에서 4.0%로 대폭 상향조정 되었다는 보도에 국고채 장단기물 금리 급등, 한국 국채선물 가격 반락으로 이어졌다. 
"
20210527,하나금융투자,"역레포 자금 유입 급증, 긴축의 시그널",1622072849023,https://finance.naver.com/research/debenture_read.nhn?nid=4549&page=2,"
역레포 시장(Reverse Repo)으로 대규모 자금 유입. 투자처 공백에 대한 고민미국의 역레포 시장으로 2016년 연말 이후 가장 많은 자금이 집중되고 있다. 이는 시장에 유동성이 많이 공급되어 있다는 증거이며, 국채금리가 예상보다 많이 밀려 내려간 배경과도 연결되는 이슈라고 판단된다. 인플레이션 경계가 높아지며 1.70%선에 접근했던 미국의 10년 국채금리는 다시 1.60%를 하향 돌파하였다
"
20210526,하나금융투자,위험이 사라져가는 세상에서 위험을 다루는 법,1621986963773,https://finance.naver.com/research/debenture_read.nhn?nid=4548&page=2,"
그것은 마치 유람선의 수영장에서 헤엄을 치는 것과 같다최근 회사채 시장이 안정세를 보이면서 나타나고 있는 특징 중 하나가 하위등급에 대한 투자심리 개선이라고 할 수 있다. 전반적인 신용완화기조하에 고금리채권에 대한 수요 기반확충 및 기업들의 펀더멘털 개선 등이 주요 배경으로 작용하고 있다.
"
20210525,하나금융투자,"5월 금통위 Preview, 미 테이퍼링 미스테리",1621900432404,https://finance.naver.com/research/debenture_read.nhn?nid=4547&page=2,"
올해와 내년 성장률과 물가 상향 예상. 1Q22 기준금리 0.75%로 25bp 인상27일 예정된 5월 금통위는 기준금리를 0.50%로 만장일치 동결하고 올해 경제성장률과 물가는 3% 후반, 1% 중후반으로 상향할 것으로 전망된다. 지난 2월 경제 전망에서 한은은 올해와 내년 경제성장률을 3.0%, 2.5%로, 소비자물가 상승률을 1.3%, 1.4%로 전망한 바 있다.
"
20210513,하나금융투자,Unfixed Idea,1620864697404,https://finance.naver.com/research/debenture_read.nhn?nid=4546&page=2,"
선진국: 경제 정상화 진행 가운데 구조 변화 확인 필요. 금리는 박스권 등락 후 상반기 고점 돌파 전망선진국을 중심으로 백신 접종이 진행 중인 가운데 경제활동 정상화, 그리고 통화정책 정상화에 대한 전망이 부각될 것이다. 미국의 연간 성장률은 전년대비 +6%대의 강한 회복세를 보일 것으로 기대되고 있다. 인플레이션 관련 경계가 동반되며 연준도 통화정책의 방향을 바꾸어 나갈 것으로 보인다. 문제는 속도와 시기에 대한 판단이다. 연준은 보수적인 스탠스를 좀 더 끌고 갈 전망이다.
"
20210511,IBK투자증권,연준 입장이 변화하지 않을 것이란 근거,1620690471649,https://finance.naver.com/research/debenture_read.nhn?nid=4545&page=2,"
연준 입장이 변화하지 않을 것이란 근거- 주간 주요국 물가지표 발표 예정. 기저효과 등으로 급등 가능성 높아 지표 결과와 함께 옐런 재무장관 발언을 비롯 최근 매파적 발언과 맞물려 조기 긴축 우려가 재점화 될 수 있다는 우려가 제기되기 시작- 당사는 연준이 단시일 내 입장을 변화하지 않을 것이라는 기존 전망 유지. 이미 3월 FOMC 당시 4명의 연준 위원이 매파적 성향을 드러냈는데, 현재 매파적인 스탠스로 확인되는 위원 수는 그 이상으로 늘어나지는 않았음
"
20210510,하나금융투자,구직자의 관점에서 생각해 보는 연준의 정책 변화 시기,1620604996721,https://finance.naver.com/research/debenture_read.nhn?nid=4544&page=2,"
구직자의 관점에서 생각해 보는 연준의 정책 변화 시기미국의 고용지표가 시장 예상을 크게 하회했다. 실업률은 팬데믹 국면에 들어서며 급등했던 작년 4월 이후 처음으로 전월(6.0%)대비 상승(6.1%)하는 모습을 보였고, 비농업 고용자수도 전월(77만건)보다 하락한 26만6천건 증가에 그치면서 시장 예상을 하회했다. 경제활동 참가율은 61.7%를 기록했다.
"
20210507,하나금융투자,바이든 정부가 끌어가는 미국 지방채,1620345914312,https://finance.naver.com/research/debenture_read.nhn?nid=4543&page=2,"
경기부양책으로 주정부 펀더멘털 개선 기대 높아지며 지방채 자금 유입 지속바이든 정부의 경기부양책과 증세 이슈로 미국 지방채를 향한 관심이 높아지고 있다. 미국 지방채는 연초 국채금리 상승 국면에서 국채와 투자등급 회사채 대비 높은 수익률을 기록하며 현재까지 +0.6%의 수익률을 나타내고 있다.
"
20210507,하나금융투자,"브라질, 누구보다 빠르게 진행 중인 정책금리 인상",1620345881769,https://finance.naver.com/research/debenture_read.nhn?nid=4542&page=2,"
브라질, 75bp 금리인상 단행. 다만 연말 정책금리 예상치(5.5%)는 하회 가능성브라질이 5월 통화정책회의(COPOM)에서도 정책금리를 75bp 인상(시장 전망 부합)하면서, 연초 회의에서 포워드 가이던스를 변경한 후 진행된 두 차례(3월, 5월)의 회의를 통해 총 150bp의 금리인상을 단행하였다
"
20210430,하나금융투자,"미국 항공사, 이륙 준비 중",1619741278399,https://finance.naver.com/research/debenture_read.nhn?nid=4541&page=2,"
미 항공사, 정부지원금과 채권 발행을 통해 현금 확보미국의 백신 접종 확대로 항공사들의 운항 정상화 기대가 높아지는 가운데 주요항공사들의 대규모 자금 조달이 이어지고 있다. 지난해 3월 팬데믹으로 큰 타격을 받은 미국 10개 항공사들은 정부의 CARES Act를 통해 250억 달러의 고용지원금을 받았다.
"
20210428,하나금융투자,당분간 횡보구간에 돌입할 전망,1619568435208,https://finance.naver.com/research/debenture_read.nhn?nid=4540&page=2,"
끝까지 먹자고 따라갈 필요는 없다지난주 채권시장은 단기적인 코로나19부담과 증세 논의로 인해 미국채 시장이 안정세를 보인 가운데 국내시장은 혼조 양상을 보였다. 주중 좁은 폭에서 등락했던 국고채 금리(10Y)는 금요일 전국민 재난지원금 논의에 따른 수급부담으로 인해 전주대비 2.3bp상승한 2.05%에 마감했다.
"
20210428,이베스트증권,"구로다 총재의 못다 이룰 꿈, 물가",1619567704711,https://finance.naver.com/research/debenture_read.nhn?nid=4539&page=2,"
코로나19가 끝나더라도 완화 스탠스는 이어질 것일본은행(이하 BOJ)의 4월 금융정책결정회의(이하 금정위)에서는 장단기 금리를 現 수준으로 동결했고 자산매입 관련 방침도 동일하게 유지했다. 3월 금정위에서 통화정책 점검을 통해 정책금리 및 자산매입 등 일부 정책 조정함으로써 향후 추가 완화 가능성 여지를 남겨 둔 만큼 구로다 총재는 기존의 정책을 강조했고, '출구는 절대 없다(出口というものでは全くない)'면서 구체적인 완화정책의 출구전략 논의는 시기상조라고 언급했다.
"
20210423,미래에셋증권,A급 캐피탈채의 강세는 좀더 지속될 전망,1619136652686,https://finance.naver.com/research/debenture_read.nhn?nid=4538&page=2,"
A급 캐피탈채의 강세는 좀더 지속될 전망녹색채권 발행에 나선 만도는 1조원을 상회하는 자금이 몰려 증액발행과 언더발행에 성공. 제주은행은 사회적채권으로 1.5배의 유효경쟁률을 기록하며 사회가치 창출 사업자금 확보메리츠금융지주는 1,000억원 모집에 4,300억원의 투자수요를 확보하며 언더발행. 재무탄력성을 확보한 KCC건설은 4.7배의 유효경쟁률을 통해 증액발행에 성공
"
